establishment_name,city,state,establishment_type,created_timestamp,naics_code,industry_description,annual_average_employees,total_hours_worked,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_injuries,total_cases,is_correct,sectors_code,subsectors_code
"Warren Construction & Roofing, Inc",Santa Rosa,CA,1.0,2021-02-10 20:47:02,238160, Asphalt roof shingle installation ,28,47873.0,0,4,0,0,4,4,True,23,238
087/West Deptford,West Deptford,NJ,1.0,2021-03-09 23:55:41,423120, Automobile glass merchant wholesalers ,9,5420.0,0,0,0,0,0,0,True,42,423
Clariant Corporation South,Louisville,KY,1.0,2021-01-12 15:02:52,325180," Zinc compounds, not specified elsewhere by process, manufacturing ",93,179531.0,0,1,0,1,2,2,True,33,325
Brown County Courthouse,New Ulm,MN,2.0,2021-02-26 16:16:02,922110, City or county courts ,10,17863.0,0,0,0,0,0,0,True,92,922
CLV,Cleveland,TN,1.0,2021-02-11 02:53:04,311352, Chocolate covered candy bars made from purchased chocolate ,860,1497332.0,0,0,5,5,10,10,True,33,311
531-00508,CHICAGO,IL,1.0,2021-02-19 21:34:04,445110,Retail grocery not including convenience stores,234,295012.0,0,1,0,0,1,1,True,45,445
Estee Lauder - PALC,Bristol,PA,1.0,2021-03-09 17:44:57,493110, General warehousing and storage ,447,515014.0,0,0,0,0,0,0,True,49,493
Barksdale Base Store,Barksdale AFB,LA,1.0,2021-03-01 20:55:51,339999,339999 All Other Miscellaneous Manufacturing,7,10414.0,0,0,0,0,0,0,True,33,339
Pathways to Community,St. Paul,MN,1.0,2021-02-12 16:12:37,623210," Group homes, intellectual and developmental disability ",166,253306.0,0,5,0,6,7,11,False,62,623
North Hills Mark Taper Family Center,North Hills,CA,1.0,2021-01-29 22:05:48,624190," Individual and family social services, multi-purpose ",156,179039.0,0,4,5,3,9,12,False,62,624
NESTLE BAKERSFIELD,Bakersfield,CA,1.0,2021-03-09 20:11:57,484110," General freight trucking, local ",26,70475.0,0,1,0,0,1,1,True,49,484
Oakview,Indianapolis,IN,1.0,2021-02-22 18:58:14,623210,Residential Intellectual and Developmental Disability Facilities,6,11376.0,0,0,0,0,0,0,True,62,623
James W. Flett Co,Belmont,MA,1.0,2021-02-02 15:22:56,238910, Excavation contractors ,82,156346.0,0,1,0,3,4,4,True,23,238
2807-3164,FAIRFIELD,CA,1.0,2021-01-28 22:35:06,444110,Homecenter,141,205957.0,0,5,1,0,5,6,False,45,444
"R.S. Mowery & Sons, Inc.",Mechanicsburg,PA,1.0,2021-01-07 14:34:32,236220," Addition, alteration and renovation for-sale builders, commercial and institutional building ",78,142496.0,0,1,0,0,1,1,True,23,236
FAR 94,Maple Grove,MN,1.0,2021-02-26 16:40:25,445110, ,16,24141.0,0,0,0,5,5,5,True,45,445
Fender Musical Instruments Corp- Scottsdale Office,Scottsdale,AZ,1.0,2021-02-11 19:00:40,551114, Corporate offices ,262,538225.0,0,0,0,1,1,1,True,55,551
Sam Cortez inc.,Matthew,NC,1.0,2021-12-21 21:20:03,236220,Glazier,10,4800.0,0,0,0,0,0,0,True,23,236
Laurel Park Behavioral Health Center,POMONA,CA,1.0,2021-03-10 23:15:57,623110, Skilled nursing facilities ,39,78375.0,0,12,0,3,15,15,True,62,623
SODEXO AT LA PORTE HOSPITAL,LAPORTE,IN,1.0,2021-03-03 16:22:56,561210,Facilities Support Services,37,61726.0,0,0,0,0,0,0,True,56,561
Delta Air Lines   ORF,NORFOLK,VA,1.0,2021-03-03 12:50:40,481111,Scheduled Air Transportation,32,64876.0,0,0,0,0,0,0,True,49,481
"Garrett Construction Company, LLC.",Greenwood,IN,1.0,2021-02-27 02:00:33,236116," Construction management, multifamily building ",26,50701.0,0,0,0,0,0,0,True,23,236
IAS Oran,Oran ,IA,1.0,2021-02-17 17:25:20,424910,Farm Supplies,9,20260.0,0,0,0,1,1,1,True,42,424
"EDGERTON CONTRACTORS, INC",OAK CREEK,WI,1.0,2021-01-05 16:25:19,238910, Excavation contractors ,99,226356.0,0,2,8,1,11,11,True,23,238
2278,COLUMBUS,GA,1.0,2021-02-26 12:44:46,441110,Automotive Dealers,48,99840.0,0,0,0,0,0,0,True,45,441
Homepointe-Hobart,Hobart,IN,1.0,2021-02-03 20:44:34,621610, Home health care agencies ,54,65798.0,0,2,0,0,2,2,True,62,621
"Smith-Rowe, LLC",Mount Airy,NC,1.0,2021-01-28 15:08:03,237310," Pavement, highway, road, street, bridge or airport runway, construction ",279,600715.0,0,1,2,3,6,6,True,23,237
Twin Falls,Twin Falls ,ID,1.0,2021-01-07 18:18:48,493120, Cold storage warehousing ,94,178694.0,0,3,2,0,5,5,True,49,493
014-00380,HILLSBORO,OH,1.0,2021-02-19 17:55:08,445110,Retail grocery not including convenience stores,166,243091.0,0,0,0,0,0,0,True,45,445
Premise One,Mesa,AZ,1.0,2021-01-26 17:02:06,238210, Communication equipment installation ,50,80230.0,0,0,0,1,1,1,True,23,238
Milo Warehouse,Laredo,TX,1.0,2021-01-19 19:59:02,488510," Agents, shipping ",90,187200.0,0,0,0,0,0,0,True,49,488
MO East - BETHESDA MD,Bethesda,MD,1.0,2021-02-12 22:29:21,423710, Hardware (except motor vehicle) merchant wholesalers ,622,1244000.0,0,4,5,7,16,16,True,42,423
1808-00502000-2475,RIVERVIEW,FL,1.0,2021-02-18 15:37:33,445110,Supermarket,98,90061.0,0,1,0,0,1,1,True,45,445
TXSAWR-OPI-SAN ANTONIO-WALZEM RD,SAN ANTONIO,TX,1.0,2021-03-03 04:06:19,621991,PLASMA COLLECTION,57,85224.0,0,0,0,3,3,3,True,62,621
The Verandahs at Hunt Club,Apopka,FL,1.0,2021-02-10 16:33:20,531311, Apartment managers' offices ,5,9011.0,0,0,0,0,0,0,True,53,531
Jack in the Box #3455,Fairfield ,CA,1.0,2021-02-04 19:43:04,722513, Fast-food restaurants ,22,32190.0,0,3,0,0,0,3,False,72,722
Iowa Home Care Ft. Dodge Office,Ft. Dodge,IA,1.0,2021-02-09 22:08:46,621610, Home health care agencies ,22,24969.0,0,0,0,0,0,0,True,62,621
LSC Communications Stockton,Stockton,CA,1.0,2021-02-23 17:34:19,493110, General warehousing and storage ,20,41581.0,0,0,0,0,0,0,True,49,493
Fort Collins Operations Center,Fort Collins,CO,1.0,2021-02-18 22:06:55,221122,Electric Power Distribution,89,179942.0,0,4,1,1,4,6,False,22,221
5472-NAI-0033-0033-02531,SPRINGFIELD,VT,1.0,2021-02-24 03:58:48,445110,Supermarkets and Other Grocery (except Convenience) Stores,106,133802.0,0,1,0,1,2,2,True,45,445
Town of Woodbury - Fire Department,Woodbury,CT,3.0,2021-02-08 20:20:48,922160," Fire departments (e.g., government, volunteer (except private)) ",2,4050.0,0,0,0,0,0,0,True,92,922
RODEWAY IN SOUTH MIAMI,MIAMI,FL,1.0,2021-04-01 20:55:28,721110, Hotels (except casino hotels) ,22,35539.0,0,2,0,0,1,2,False,72,721
06014-06-06-BAKERSFIELD,BAKERSFIELD,CA,1.0,2021-02-24 18:06:50,423830,"SERVICE, PARTS, AND SALES OF MATERIAL HANDLING EQUIPMENT.",30,58418.0,0,0,0,1,1,1,True,42,423
Crater Lake Klamath Regional Airport,Klamath Falls,OR,3.0,2021-02-01 22:23:05,488119," Airport operators (e.g., civil, international, national) ",6,12105.0,0,0,0,0,0,0,True,49,488
Giant Eagle #4031,Barberton,OH,1.0,2021-02-26 19:47:58,445110, Grocery stores ,150,192390.0,0,0,0,0,0,0,True,45,445
"ABB, Inc.",Lake Mary,FL,1.0,2021-03-10 14:58:02,335313, Switchgear and switchgear accessories manufacturing ,234,594038.0,0,0,2,1,1,3,False,33,335
Westfield Factory,Paincourtville,LA,1.0,2021-02-18 16:21:24,311314, Cane sugar manufacturing ,93,225414.0,0,1,2,1,4,4,True,33,311
Sierra Rental and Transport Company ,1305 Kleppe Ln,NV,1.0,2021-02-25 20:32:55,484220," Dump trucking (e.g., gravel, sand, top soil) ",77,161507.0,0,2,0,1,2,3,False,49,484
Gate Precast Company - Structural,Hillsboro,TX,1.0,2021-02-26 19:16:35,327390," Concrete products, precast (except block, brick and pipe), manufacturing ",43,97515.0,0,0,6,0,6,6,True,33,327
Store 0497,PALM HARBOR,FL,1.0,2021-02-25 17:12:39,445110,Supermarkets and other grocery (except convenience) stores,213,260307.0,0,0,2,0,2,2,True,45,445
240077-BOS-FENWAY CARRIER ANX,BOSTON,MA,1.0,2021-02-27 23:48:00,491110,Mail and Parcel Delivery,35,63083.0,0,2,0,0,2,2,True,49,491
VTSJO - ST. JOHNSBURY,SAINT JOHNSBURY,VT,1.0,2021-02-26 19:07:43,492110,Couriers,70,117700.0,0,1,2,1,4,4,True,49,492
Apple Creek,Oakwood,OH,1.0,2021-02-16 13:09:53,112330, Turkey production ,10,17000.0,0,0,0,0,0,0,True,11,112
152650-EAGLE PO,EAGLE,ID,1.0,2021-02-28 14:46:47,491110,Mail and Parcel Delivery,40,71987.0,0,3,0,0,3,3,True,49,491
Goodwill on Hawthorne Store,Portland,OR,1.0,2021-06-07 19:33:23,624310," Job training, vocational rehabilitation or habilitation ",6,8576.0,0,3,0,0,3,3,True,62,624
Advanced Energy Industries - Milpitas,Milpitas,CA,1.0,2021-02-10 21:08:18,335999," Amplifiers, magnetic, pulse, and maser, manufacturing ",128,237616.0,0,1,0,0,1,1,True,33,335
Yankee Hill Brick and Tile,Lincoln,NE,1.0,2021-12-02 16:52:33,327120," Bricks (i.e., common, face, glazed, hollow, vitrified), clay, manufacturing ",47,94956.0,0,0,2,5,7,7,True,33,327
Urgent Design and Manufacturing,Lapeer,MI,1.0,2021-02-22 16:04:40,336370, Metal motor vehicle body parts stamping ,190,363626.0,0,1,2,6,9,9,True,33,336
"Sistersville, West Virginia",Friendly,WV,1.0,2021-01-12 18:47:12,325199," Carbon organic compounds, not specified elsewhere by process, manufacturing ",417,873983.0,0,2,0,1,3,3,True,33,325
SODEXO AT DENVER HEALTH & HOSP AUTHORITY-FOOD,DENVER,CO,1.0,2021-03-03 16:03:39,561210,Facilities Support Services,4,10330.0,0,0,0,0,0,0,True,56,561
"Equix Energy Services, LLC - Midway",MIDWAY,FL,1.0,2021-01-29 21:51:29,237120, Natural gas pipeline construction ,178,407190.0,0,0,0,1,1,1,True,23,237
Midwest Safety Consultants,Newark,IL,1.0,2021-01-27 12:23:14,524291, Loss control consultants ,1,3025.0,0,0,0,0,0,0,True,52,524
JW Marriott Atlanta Buckhead,Atlanta,GA,1.0,2021-01-30 20:02:19,721110, Hotels (except casino hotels) ,72,148000.0,0,0,0,0,0,0,True,72,721
6962-SWY-0025-0025-01476,SAN JOSE,CA,1.0,2021-02-24 03:41:48,445110,Supermarkets and Other Grocery (except Convenience) Stores,107,174229.0,0,4,0,0,0,4,False,45,445
"KS.COLUM.1 - Ricoh Americas Holdings, Inc.",COLUMBUS,KS,1.0,2021-02-06 01:21:27,423420,Office Equipment,1,2000.0,0,0,0,0,0,0,True,42,423
CARS Recon Inc Tampa,Tampa,FL,1.0,2021-01-08 19:11:16,811111," Car repair shops, general ",17,4346.0,0,0,0,0,0,0,True,81,811
"AVANCE Inc., San Antonio",San Antonio,TX,1.0,2021-02-02 18:55:30,624110, Aid to families with dependent children (AFDC) ,353,597883.0,0,1,2,1,4,4,True,62,624
Kaukauna,Kaukauna,WI,1.0,2021-03-08 04:17:51,562111,Refuse,20,7794.0,0,0,0,0,0,0,True,56,562
Austin Engineering USA Inc.,Mills,WY,1.0,2021-02-03 19:33:45,336211, Heavy trucks assembling on purchased chassis ,151,288318.0,0,0,9,1,9,10,False,33,336
St. Albans Go-Mart 32,St. Albans,WV,1.0,2021-02-19 17:21:44,445120,Convenience Store,9,17985.0,0,0,0,0,0,0,True,45,445
FTG Greater Ohio,Sandusky,OH,1.0,2021-01-19 15:40:00,561990, Printing brokers ,47,83048.0,0,0,0,0,0,0,True,56,561
GREEN CHURCHS INC 1876,VALLEJO,CA,1.0,2021-02-26 16:03:47,722513,Limited Service Restaurants,28,65700.0,0,0,0,0,0,0,True,72,722
SECO Energy - Eustis,Eustis,FL,1.0,2021-01-12 14:10:16,221122, Distribution of electric power ,24,47732.0,0,0,0,1,0,1,False,22,221
"Jackson Dodds & Company, Inc.",Southampton,NY,1.0,2021-01-29 15:59:08,561730, Arborist services ,42,83784.0,0,0,0,0,0,0,True,56,561
103306 - Southwest District Shop,Phoenix,AZ,1.0,2021-02-17 20:13:49,237310, Road construction ,8,7473.0,0,0,0,0,0,0,True,23,237
"Meridian Equipment, Inc.",Houston,TX,1.0,2021-01-12 20:39:14,333132, Oil and gas field-type drilling machinery and equipment (except offshore floating platforms) manufacturing ,22,40741.0,0,0,0,0,0,0,True,33,333
AMERICAL INC.,OMAHA,NE,1.0,2021-09-29 12:39:51,323111," Labels, commercial printing (except screen), on a job-order basis ",63,109947.0,0,0,0,0,0,0,True,33,323
"SF - 25 Van Ness Ave, SF",San Francisco,CA,1.0,2021-02-09 19:57:57,624190," Social service centers, multipurpose ",14,13152.0,0,0,0,0,0,0,True,62,624
"HLGL, LLC dba Recovery in Motion",Tucson,AZ,1.0,2021-02-08 23:07:52,623220," Substance abuse facilities, residential ",21,31049.0,0,0,0,0,0,0,True,62,623
KCMTECH Fontana- WCD,Fontana,CA,1.0,2021-03-11 19:50:59,493120," Bonded warehousing, refrigerated ",268,572350.0,0,0,4,1,5,5,True,49,493
Courtad-Dalton LLC,Mantua,OH,1.0,2021-03-10 13:11:09,238170, Metal siding installation ,24,45000.0,0,1,0,2,2,3,False,23,238
Main Plant,Clifton,NJ,1.0,2021-01-29 21:24:37,331210," Pipe (e.g., heavy riveted, lock joint, seamless, welded) made from purchased iron or steel ",88,127842.0,0,0,1,2,3,3,True,33,331
Emplotment :68,Grand Rapids,MI,1.0,2021-02-12 13:25:19,326113, Plastics film and unlaminated sheet (except packaging) manufacturing ,48,80375.0,0,1,0,3,4,4,True,33,326
Electrical Service,Ashburn,VA,1.0,2021-02-01 20:51:31,238210, Electric contracting ,42,40039.0,0,0,0,0,0,0,True,23,238
Public Works,Park Ridge,IL,3.0,2021-06-23 18:03:43,237310, Road construction ,43,17470.0,0,0,0,2,2,2,True,23,237
Cabot Corporation Canal Plant,Franklin,LA,1.0,2021-01-07 13:31:19,325180, Carbon black manufacturing ,135,293808.0,0,0,0,0,0,0,True,33,325
"Associated Hardwoods SC, Inc.",Gaffney,SC,1.0,2021-02-01 16:36:05,321113," Beams, wood, made from logs or bolts ",29,53159.0,0,0,0,0,0,0,True,33,321
"Superior Services RSH, Inc.",Lansing,MI,1.0,2021-01-21 19:44:01,238160, Roofing contractors ,29,38476.0,0,0,0,0,0,0,True,23,238
Pic N Sav #618,Brewton,AL,1.0,2021-02-12 17:07:05,445110," Food (i.e., groceries) stores ",45,78786.0,0,5,0,1,6,6,True,45,445
0091 - ACCOUNTING FINANCE & ADMIN,MASON,OH,1.0,2021-02-10 18:54:02,812332,Industrial Launderers,178,356848.0,0,0,0,0,0,0,True,81,812
5LMC1-Lemoore CA-Lemoore CA,Lemoore,CA,1.0,2021-03-03 12:45:25,488190,Other Support Activities for Air Transportation,23,45849.0,0,1,0,0,1,1,True,49,488
Decatur Park District,Decatur,IL,3.0,2021-01-29 17:50:34,713990, Recreational sports teams and leagues ,187,271582.0,0,1,0,0,1,1,True,71,713
Greenwood Connections,Menahga,MN,3.0,2021-02-18 19:56:42,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,142,185595.0,0,42,0,0,42,42,True,62,623
"VT Volant Aerospace, LLC.",Burlington,WA,1.0,2021-01-21 15:51:03,336413," Aircraft assemblies, subassemblies, and parts (except engines) manufacturing ",65,141270.0,1,1,0,2,2,4,False,33,336
BHGCO - Glenwood Springs (CO024),Glenwood Springs,CO,1.0,2021-01-21 23:13:56,221210, Distribution of natural gas ,30,50302.0,0,0,0,0,0,0,True,22,221
LTX,AUSTIN,TX,1.0,2021-02-18 19:54:11,484122,Freight Transportation,39,83310.0,0,0,0,0,0,0,True,49,484
Solo Cup Company Havre de Grace,Havre de Grace,MD,1.0,2021-05-06 18:31:56,493110, General warehousing and storage ,12,13771.0,0,0,0,0,0,0,True,49,493
Roanoke Go-Mart 94,Roanoke,WV,1.0,2021-02-19 17:21:38,445120,Convenience Store,8,16958.0,0,0,0,1,1,1,True,45,445
STS Operating - Houston,Houston,TX,1.0,2021-02-17 22:04:41,811310, Industrial equipment and machinery repair and maintenance services ,56,95684.0,0,0,0,0,0,0,True,81,811
Greenville Plant,Greenville,SC,1.0,2021-02-03 15:39:05,327390," Concrete products, precast (except block, brick and pipe), manufacturing ",226,477956.0,0,4,4,6,11,14,False,33,327
Kraemer Farms LLC,Mt. Angel ,OR,1.0,2021-04-21 01:03:54,111219," Pepper (e.g., bell, chili, green, hot, red, sweet) farming ",193,264491.0,0,1,0,5,6,6,True,11,111
Diversicare of Siena Woods,Dayton,OH,1.0,2021-03-09 16:42:39,623110, Skilled nursing facilities ,145,231649.0,0,0,0,5,5,5,True,62,623
San Diego Office,San Diego,CA,1.0,2021-02-21 21:23:49,561110, Administrative management services ,171,372286.0,0,0,0,0,0,0,True,56,561
Stanton Plant,Stanton,CA,1.0,2021-02-12 23:12:56,327331," Architectural block, concrete (e.g., fluted, ground face, screen, slump, split), manufacturing ",30,96013.0,0,0,0,0,0,0,True,33,327
"WA.RENTO.3 - Ricoh Americas Holdings, Inc.",RENTON,WA,1.0,2021-02-06 01:45:04,423420,Office Equipment,1,1167.0,0,0,0,0,0,0,True,42,423
Fairfield Energy Services LLC,Fairfield ,IL,1.0,2021-01-14 20:07:14,213112," Oil and gas field services (except contract drilling, site preparation and related construction contractor activities) on a contract basis ",8,15541.0,0,0,0,0,0,0,True,21,213
"Fives Giddings & Lewis, LLC",Fond du Lac,WI,1.0,2021-02-04 12:40:38,333517, Sheet metal forming machines manufacturing ,108,197063.0,0,1,0,0,1,1,True,33,333
City of Ashby,Ashby,MN,3.0,2021-01-27 18:01:41,921190, General public administration ,7,6106.0,0,0,0,0,0,0,True,92,921
CDD/SW-Chiloquin Landfill Transfer,Chiloquin,OR,3.0,2021-02-26 19:30:40,562212, Solid waste landfills combined with collection and/or local hauling of nonhazardous waste materials ,1,1813.0,0,0,0,0,0,0,True,56,562
"Dun-Rite Electrical Services, Inc.",Whitehall,PA,1.0,2021-03-16 13:37:07,238210, Low voltage electrical work ,30,51100.0,0,1,0,0,1,1,True,23,238
2248-63298,SANDY,UT,1.0,2021-03-18 17:32:36,623312,Assisted Living,78,132581.0,0,0,8,5,13,13,True,62,623
LogixCenter 2,Richmond,VA,1.0,2021-01-25 20:17:01,811212, Computer equipment repair and maintenance services without retailing new computers ,7,14010.0,0,0,0,0,0,0,True,81,811
160912-BRADLEY PO,BRADLEY,IL,1.0,2021-02-26 02:47:28,491110,Mail and Parcel Delivery,17,30485.0,0,0,1,0,1,1,True,49,491
OR Veterans Home - Lebanon ,Lebanon,OR,1.0,2021-02-01 20:53:26,623110, Nursing homes ,233,452965.0,0,10,4,3,9,17,False,62,623
212783,Eastvale,CA,1.0,2021-03-11 22:35:34,561720," Building cleaning services, janitorial ",101,105462.0,0,1,3,0,4,4,True,56,561
"Fujifilm Holdings America Corporation, Cypress CA",Cypress,CA,1.0,2021-02-26 15:18:28,423410," Film, photographic, merchant wholesalers ",29,44282.0,0,0,0,0,0,0,True,42,423
"OM - Parlin, NJ, USA",Parlin.,NJ,1.0,2021-01-06 14:32:52,221112," Power generation, fossil fuel (e.g., coal, gas, oil), electric ",10,20386.0,0,0,0,0,0,0,True,22,221
SHAWNEE,Shawnee,KS,1.0,2021-02-21 17:33:59,424410,General Line Grocery,300,627148.0,0,0,25,0,25,25,True,42,424
2603-26030000,SYLMAR,CA,1.0,2021-02-17 01:42:51,445110,Independent Supermarket,394,687322.0,0,5,0,0,4,5,False,45,445
Store 1311,San Antonio,TX,1.0,2021-01-26 18:18:04,445110,Retail,0,0.0,0,0,0,0,0,0,True,45,445
Joy Global - Reno,Reno,PA,1.0,2021-01-11 15:36:17,333131," Amalgamators (i.e., metallurgical and mining machinery) manufacturing ",62,120005.0,0,0,0,0,0,0,True,33,333
"A.C. Klopf, Inc.",Saginaw,MI,1.0,2021-02-09 16:47:02,238220, Plumbing and heating contractors ,14,26941.0,0,1,0,0,1,1,True,23,238
Raymond E. Kelley,Bowmansville,NY,1.0,2021-01-29 18:57:20,238140, Bricklaying contractors ,56,116064.0,0,0,0,0,0,0,True,23,238
Contech TPAMP,Pinellas Park,FL,1.0,2021-02-25 20:51:02,332322,Metal Pipe Manufacturing,22,48154.0,0,1,0,1,2,2,True,33,332
Carlisle Karns Food Store,Carlisle,PA,1.0,2021-03-09 19:52:52,445110,Supermarkets and Other Grocery (except Convenience) Stores,135,150324.0,0,0,0,4,4,4,True,45,445
MONTGOMERY PACKERS,MONTGOMERY,AL,1.0,2021-02-26 21:02:48,312111," Beverages, soft drink (including artificially carbonated waters), manufacturing ",170,376787.0,0,0,0,3,3,3,True,33,312
"Foust Foundations, Inc.",Fort Atkinson,WI,1.0,2021-01-06 16:54:29,238110, Footing and foundation concrete contractors ,27,43767.0,0,0,0,0,0,0,True,23,238
Lexington Park Plant,Lexington Park,MD,1.0,2021-02-15 15:12:10,327320, Ready-mix concrete manufacturing and distributing ,5,9320.0,0,0,0,0,0,0,True,33,327
Shippers Rental Company,Quincy,IL,1.0,2021-01-26 15:49:27,484121," Trucking, general freight, long-distance, truckload (TL) ",442,964920.0,0,7,0,3,10,10,True,49,484
Mt Clemens Sales Branch,Clinton Township,MI,1.0,2021-03-16 18:42:47,311812, Commercial bakeries ,41,51458.0,0,0,2,2,4,4,True,33,311
Irvine California ,Irvine ,CA,1.0,2021-02-01 14:42:30,238210, Electrical contractors ,84,48959.0,0,0,0,1,1,1,True,23,238
PAS High and Middle Schools,Pipestone,MN,2.0,2021-02-03 16:39:53,611110,K-12 Education,3,5258.0,0,0,0,1,1,1,True,61,611
650-NSH SHOP,Lebanon,TN,1.0,2021-02-25 20:01:46,484122,Transportation,3,2764.0,0,0,0,0,0,0,True,49,484
River Oaks Place Lenoir City,Lenoir City,TN,1.0,2021-06-11 17:00:34,623312, Assisted-living facilities without on-site nursing care facilities ,20,38000.0,0,0,0,0,0,0,True,62,623
Carlisle Naples ,Naples ,FL,1.0,2021-02-25 16:19:19,623311," Retirement communities, continuing care ",180,233384.0,0,3,3,1,6,7,False,62,623
1015 Somerset School District,Somerset,PA,1.0,2021-02-19 21:41:54,722310,Food Service,21,11250.0,0,0,0,0,0,0,True,72,722
Vesuvius Research Pittsburgh,Pittsburgh,PA,1.0,2021-01-22 20:36:15,327120," Castable refractories, nonclay, manufacturing ",59,101648.0,0,0,0,0,0,0,True,33,327
035-00824,SHERMAN,TX,1.0,2021-02-25 03:12:48,445110,Retail grocery not including convenience stores,126,208339.0,0,2,1,0,3,3,True,45,445
Dover-Foxcroft,Dover-Foxcroft,ME,1.0,2021-02-10 15:03:03,321113," Dimension lumber, made from logs or bolts ",113,310251.0,0,3,2,4,9,9,True,33,321
Elliott-Lewis Corporation,Philadelphia,PA,1.0,2021-02-24 17:49:29,238220," Heating, ventilation and air-conditioning (HVAC) contractors ",360,648620.0,0,2,3,2,7,7,True,23,238
AAA Oregon/Idaho-Sherwood,Sherwood,OR,1.0,2021-02-24 17:20:03,561499,Travel and Insurance Services,1,2006.0,0,0,0,0,0,0,True,56,561
Texas producers coop,sudan,TX,1.0,2021-01-11 15:25:13,115111, Cotton ginning ,63,76719.0,0,0,0,0,0,0,True,11,115
All State Specialist LLC,Phoenix,AZ,1.0,2021-02-19 16:13:17,238990," Curb and gutter construction, residential and commercial driveway and parking area, concrete ",35,56666.0,0,0,0,0,0,0,True,23,238
4818-WASE,SEATTLE,WA,1.0,2021-02-22 02:09:54,424820,"Alcoholic beverage, wine, and distilled spirits merchant wholesaler",44,83466.0,0,3,3,0,6,6,True,42,424
5472-NAI-0032-0032-03291,ELGIN,IL,1.0,2021-02-24 03:20:16,445110,Supermarkets and Other Grocery (except Convenience) Stores,190,270692.0,0,7,0,1,4,8,False,45,445
CAFRE - FRESNO CENTER,FRESNO,CA,1.0,2021-02-26 18:55:05,492110,Couriers,778,1353840.0,0,45,25,14,77,84,False,49,492
Lendlease - Nashville Office,Nashville,TN,1.0,2021-03-09 20:07:15,236116," Construction management, multifamily building ",242,501074.0,0,0,5,0,1,5,False,23,236
